Date,Time,Weekday,To Home,To Work
2016-11-02,07:00,Wednesday,55 mins,57 mins
2016-11-02,07:05,Wednesday,54 mins,53 mins
2016-11-02,07:10,Wednesday,55 mins,53 mins
2016-11-02,07:15,Wednesday,56 mins,54 mins
2016-11-02,07:20,Wednesday,57 mins,54 mins
2016-11-02,07:25,Wednesday,57 mins,53 mins
2016-11-02,07:30,Wednesday,55 mins,54 mins
2016-11-02,07:35,Wednesday,57 mins,54 mins
2016-11-02,07:40,Wednesday,1 hour 2 mins,52 mins
2016-11-02,07:45,Wednesday,1 hour 1 min,51 mins
2016-11-02,07:50,Wednesday,1 hour 4 mins,50 mins
2016-11-02,07:55,Wednesday,59 mins,51 mins
2016-11-02,17:00,Wednesday,1 hour 7 mins,43 mins
2016-11-02,17:05,Wednesday,1 hour 6 mins,43 mins
2016-11-02,17:10,Wednesday,1 hour 5 mins,43 mins
2016-11-02,17:15,Wednesday,1 hour 7 mins,43 mins
2016-11-02,17:20,Wednesday,1 hour 8 mins,42 mins
2016-11-02,17:25,Wednesday,1 hour 8 mins,44 mins
2016-11-02,17:30,Wednesday,1 hour 8 mins,45 mins
2016-11-02,17:35,Wednesday,1 hour 6 mins,43 mins
2016-11-02,17:40,Wednesday,1 hour 6 mins,44 mins
2016-11-02,17:45,Wednesday,1 hour 5 mins,41 mins
2016-11-02,17:50,Wednesday,1 hour 5 mins,42 mins
2016-11-02,17:55,Wednesday,1 hour 6 mins,43 mins
2016-11-02,18:00,Wednesday,1 hour 4 mins,43 mins
2016-11-02,18:05,Wednesday,1 hour 6 mins,45 mins
2016-11-02,18:10,Wednesday,1 hour 5 mins,41 mins
2016-11-02,18:15,Wednesday,1 hour 3 mins,39 mins
2016-11-02,18:20,Wednesday,1 hour 3 mins,41 mins
2016-11-02,18:25,Wednesday,1 hour 2 mins,39 mins
2016-11-02,18:30,Wednesday,1 hour 0 mins,38 mins
2016-11-02,18:35,Wednesday,58 mins,37 mins
2016-11-02,18:40,Wednesday,57 mins,36 mins
2016-11-02,18:45,Wednesday,55 mins,35 mins
2016-11-02,18:50,Wednesday,53 mins,36 mins
2016-11-02,18:55,Wednesday,51 mins,35 mins
2016-11-02,19:00,Wednesday,48 mins,36 mins
2016-11-02,19:05,Wednesday,47 mins,34 mins
2016-11-02,19:10,Wednesday,47 mins,34 mins
2016-11-02,19:15,Wednesday,43 mins,35 mins
2016-11-02,19:20,Wednesday,42 mins,35 mins
2016-11-02,19:25,Wednesday,42 mins,36 mins
2016-11-02,19:30,Wednesday,39 mins,36 mins
2016-11-02,19:35,Wednesday,37 mins,35 mins
2016-11-02,19:40,Wednesday,34 mins,35 mins
2016-11-02,19:45,Wednesday,33 mins,34 mins
2016-11-02,19:50,Wednesday,32 mins,33 mins
2016-11-02,19:55,Wednesday,31 mins,31 mins
2016-11-02,23:00,Wednesday,26 mins,26 mins
2016-11-02,23:05,Wednesday,26 mins,26 mins
2016-11-02,23:10,Wednesday,27 mins,26 mins
2016-11-02,23:15,Wednesday,26 mins,26 mins
2016-11-02,23:20,Wednesday,26 mins,26 mins
2016-11-02,23:25,Wednesday,26 mins,26 mins
2016-11-02,23:30,Wednesday,26 mins,26 mins
2016-11-02,23:35,Wednesday,26 mins,25 mins
2016-11-02,23:40,Wednesday,26 mins,26 mins
2016-11-02,23:45,Wednesday,26 mins,26 mins
2016-11-02,23:50,Wednesday,25 mins,25 mins
2016-11-02,23:55,Wednesday,25 mins,25 mins
2016-11-03,05:00,Thursday,25 mins,25 mins
2016-11-03,05:05,Thursday,25 mins,25 mins
2016-11-03,05:10,Thursday,25 mins,25 mins
2016-11-03,05:15,Thursday,25 mins,25 mins
2016-11-03,05:20,Thursday,25 mins,25 mins
2016-11-03,05:25,Thursday,26 mins,25 mins
2016-11-03,05:30,Thursday,25 mins,25 mins
2016-11-03,05:35,Thursday,26 mins,25 mins
2016-11-03,05:40,Thursday,26 mins,25 mins
2016-11-03,05:45,Thursday,26 mins,26 mins
2016-11-03,05:50,Thursday,27 mins,26 mins
2016-11-03,05:55,Thursday,27 mins,26 mins
2016-11-03,06:00,Thursday,29 mins,27 mins
2016-11-03,06:05,Thursday,28 mins,28 mins
2016-11-03,06:10,Thursday,29 mins,29 mins
2016-11-03,06:15,Thursday,35 mins,33 mins
2016-11-03,06:20,Thursday,39 mins,37 mins
2016-11-03,06:25,Thursday,39 mins,43 mins
2016-11-03,06:30,Thursday,42 mins,45 mins
2016-11-03,06:35,Thursday,44 mins,50 mins
2016-11-03,06:40,Thursday,44 mins,53 mins
2016-11-03,06:45,Thursday,46 mins,56 mins
2016-11-03,06:50,Thursday,47 mins,58 mins
2016-11-03,06:55,Thursday,46 mins,59 mins
2016-11-03,07:00,Thursday,47 mins,57 mins
2016-11-03,07:05,Thursday,48 mins,57 mins
2016-11-03,07:10,Thursday,46 mins,58 mins
2016-11-03,07:15,Thursday,48 mins,1 hour 0 mins
2016-11-03,07:20,Thursday,49 mins,1 hour 0 mins
2016-11-03,07:25,Thursday,49 mins,55 mins
2016-11-03,07:30,Thursday,51 mins,57 mins
2016-11-03,07:35,Thursday,54 mins,55 mins
2016-11-03,07:40,Thursday,51 mins,53 mins
2016-11-03,07:45,Thursday,51 mins,52 mins
2016-11-03,07:50,Thursday,51 mins,53 mins
2016-11-03,07:55,Thursday,51 mins,54 mins
2016-11-03,17:00,Thursday,1 hour 11 mins,47 mins
2016-11-03,17:05,Thursday,1 hour 9 mins,46 mins
2016-11-03,17:10,Thursday,1 hour 9 mins,47 mins
2016-11-03,17:15,Thursday,1 hour 9 mins,46 mins
2016-11-03,17:20,Thursday,1 hour 8 mins,45 mins
2016-11-03,17:25,Thursday,1 hour 10 mins,45 mins
2016-11-03,17:30,Thursday,1 hour 9 mins,46 mins
2016-11-03,17:35,Thursday,1 hour 13 mins,46 mins
2016-11-03,17:40,Thursday,1 hour 8 mins,44 mins
2016-11-03,17:45,Thursday,1 hour 6 mins,44 mins
2016-11-03,17:50,Thursday,1 hour 10 mins,43 mins
2016-11-03,17:55,Thursday,1 hour 7 mins,43 mins
2016-11-03,18:00,Thursday,1 hour 5 mins,40 mins
2016-11-03,18:05,Thursday,1 hour 4 mins,40 mins
2016-11-03,18:10,Thursday,1 hour 6 mins,39 mins
2016-11-03,18:15,Thursday,1 hour 6 mins,39 mins
2016-11-03,18:20,Thursday,1 hour 4 mins,39 mins
2016-11-03,18:25,Thursday,1 hour 6 mins,39 mins
2016-11-03,18:30,Thursday,1 hour 3 mins,38 mins
2016-11-03,18:35,Thursday,1 hour 4 mins,35 mins
2016-11-03,18:40,Thursday,1 hour 3 mins,38 mins
2016-11-03,18:45,Thursday,1 hour 1 min,36 mins
2016-11-03,18:50,Thursday,59 mins,37 mins
2016-11-03,18:55,Thursday,1 hour 0 mins,36 mins
2016-11-03,19:00,Thursday,59 mins,34 mins
2016-11-03,19:05,Thursday,57 mins,33 mins
2016-11-03,19:10,Thursday,54 mins,32 mins
2016-11-03,19:15,Thursday,53 mins,31 mins
2016-11-03,19:20,Thursday,53 mins,31 mins
2016-11-03,19:25,Thursday,52 mins,30 mins
2016-11-03,19:30,Thursday,48 mins,28 mins
2016-11-03,19:35,Thursday,47 mins,27 mins
2016-11-03,19:40,Thursday,45 mins,27 mins
2016-11-03,19:45,Thursday,45 mins,28 mins
2016-11-03,19:50,Thursday,44 mins,27 mins
2016-11-03,19:55,Thursday,43 mins,28 mins
2016-11-03,23:00,Thursday,32 mins,30 mins
2016-11-03,23:05,Thursday,31 mins,29 mins
2016-11-03,23:10,Thursday,30 mins,31 mins
2016-11-03,23:15,Thursday,29 mins,29 mins
2016-11-03,23:20,Thursday,28 mins,27 mins
2016-11-03,23:25,Thursday,28 mins,26 mins
2016-11-03,23:30,Thursday,27 mins,25 mins
2016-11-03,23:35,Thursday,26 mins,25 mins
2016-11-03,23:40,Thursday,26 mins,25 mins
2016-11-03,23:45,Thursday,26 mins,25 mins
2016-11-03,23:50,Thursday,26 mins,25 mins
2016-11-03,23:55,Thursday,26 mins,25 mins
2016-11-04,05:00,Friday,25 mins,24 mins
2016-11-04,05:05,Friday,25 mins,24 mins
2016-11-04,05:10,Friday,25 mins,24 mins
2016-11-04,05:15,Friday,25 mins,25 mins
2016-11-04,05:20,Friday,25 mins,25 mins
2016-11-04,05:25,Friday,25 mins,25 mins
2016-11-04,05:30,Friday,25 mins,25 mins
2016-11-04,05:35,Friday,26 mins,25 mins
2016-11-04,05:40,Friday,26 mins,25 mins
2016-11-04,05:45,Friday,26 mins,25 mins
2016-11-04,05:50,Friday,26 mins,25 mins
2016-11-04,05:55,Friday,27 mins,25 mins
2016-11-04,06:00,Friday,27 mins,26 mins
2016-11-04,06:05,Friday,28 mins,26 mins
2016-11-04,06:10,Friday,29 mins,27 mins
2016-11-04,06:15,Friday,32 mins,28 mins
2016-11-04,06:20,Friday,34 mins,29 mins
2016-11-04,06:25,Friday,37 mins,30 mins
2016-11-04,06:30,Friday,41 mins,32 mins
2016-11-04,06:35,Friday,43 mins,34 mins
2016-11-04,06:40,Friday,43 mins,33 mins
2016-11-04,06:45,Friday,42 mins,34 mins
2016-11-04,06:50,Friday,43 mins,34 mins
2016-11-04,06:55,Friday,45 mins,34 mins
2016-11-04,07:00,Friday,47 mins,34 mins
2016-11-04,07:05,Friday,47 mins,35 mins
2016-11-04,07:10,Friday,46 mins,34 mins
2016-11-04,07:15,Friday,49 mins,34 mins
2016-11-04,07:20,Friday,47 mins,36 mins
2016-11-04,07:25,Friday,47 mins,35 mins
2016-11-04,07:30,Friday,50 mins,35 mins
2016-11-04,07:35,Friday,48 mins,33 mins
2016-11-04,07:40,Friday,46 mins,33 mins
2016-11-04,07:45,Friday,49 mins,33 mins
2016-11-04,07:50,Friday,48 mins,31 mins
2016-11-04,07:55,Friday,51 mins,31 mins
2016-11-04,17:00,Friday,1 hour 10 mins,55 mins
2016-11-04,17:05,Friday,1 hour 11 mins,51 mins
2016-11-04,17:10,Friday,1 hour 9 mins,52 mins
2016-11-04,17:15,Friday,1 hour 9 mins,50 mins
2016-11-04,17:20,Friday,1 hour 8 mins,49 mins
2016-11-04,17:25,Friday,1 hour 7 mins,48 mins
2016-11-04,17:30,Friday,1 hour 6 mins,48 mins
2016-11-04,17:35,Friday,1 hour 6 mins,46 mins
2016-11-04,17:40,Friday,1 hour 8 mins,47 mins
2016-11-04,17:45,Friday,1 hour 4 mins,46 mins
2016-11-04,17:50,Friday,1 hour 6 mins,42 mins
2016-11-04,17:55,Friday,1 hour 2 mins,47 mins
2016-11-04,18:00,Friday,1 hour 0 mins,48 mins
2016-11-04,18:05,Friday,59 mins,47 mins
2016-11-04,18:10,Friday,57 mins,42 mins
2016-11-04,18:15,Friday,54 mins,41 mins
2016-11-04,18:20,Friday,52 mins,38 mins
2016-11-04,18:25,Friday,52 mins,37 mins
2016-11-04,18:30,Friday,51 mins,35 mins
2016-11-04,18:35,Friday,50 mins,33 mins
2016-11-04,18:40,Friday,50 mins,33 mins
2016-11-04,18:45,Friday,47 mins,31 mins
2016-11-04,18:50,Friday,44 mins,31 mins
2016-11-04,18:55,Friday,44 mins,32 mins
2016-11-04,19:00,Friday,44 mins,31 mins
2016-11-04,19:05,Friday,44 mins,30 mins
2016-11-04,19:10,Friday,44 mins,30 mins
2016-11-04,19:15,Friday,41 mins,30 mins
2016-11-04,19:20,Friday,37 mins,27 mins
2016-11-04,19:25,Friday,38 mins,27 mins
2016-11-04,19:30,Friday,38 mins,26 mins
2016-11-04,19:35,Friday,37 mins,27 mins
2016-11-04,19:40,Friday,35 mins,27 mins
2016-11-04,19:45,Friday,33 mins,27 mins
2016-11-04,19:50,Friday,33 mins,26 mins
2016-11-04,19:55,Friday,31 mins,27 mins
2016-11-04,23:00,Friday,27 mins,28 mins
2016-11-04,23:05,Friday,27 mins,27 mins
2016-11-04,23:10,Friday,27 mins,27 mins
2016-11-04,23:15,Friday,26 mins,26 mins
2016-11-04,23:20,Friday,26 mins,27 mins
2016-11-04,23:25,Friday,27 mins,26 mins
2016-11-04,23:30,Friday,26 mins,26 mins
2016-11-04,23:35,Friday,27 mins,26 mins
2016-11-04,23:40,Friday,26 mins,26 mins
2016-11-04,23:45,Friday,26 mins,26 mins
2016-11-04,23:50,Friday,26 mins,27 mins
2016-11-04,23:55,Friday,26 mins,26 mins
2016-11-07,05:00,Monday,25 mins,25 mins
2016-11-07,05:05,Monday,25 mins,25 mins
2016-11-07,05:10,Monday,25 mins,25 mins
2016-11-07,05:15,Monday,25 mins,25 mins
2016-11-07,05:20,Monday,25 mins,25 mins
2016-11-07,05:25,Monday,25 mins,25 mins
2016-11-07,05:30,Monday,26 mins,25 mins
2016-11-07,05:35,Monday,26 mins,25 mins
2016-11-07,05:40,Monday,27 mins,25 mins
2016-11-07,05:45,Monday,29 mins,26 mins
2016-11-07,05:50,Monday,30 mins,26 mins
2016-11-07,05:55,Monday,30 mins,27 mins
2016-11-07,06:00,Monday,33 mins,29 mins
2016-11-07,06:05,Monday,33 mins,30 mins
2016-11-07,06:10,Monday,34 mins,34 mins
2016-11-07,06:15,Monday,42 mins,38 mins
2016-11-07,06:20,Monday,44 mins,43 mins
2016-11-07,06:25,Monday,46 mins,46 mins
2016-11-07,06:30,Monday,48 mins,48 mins
2016-11-07,06:35,Monday,49 mins,52 mins
2016-11-07,06:40,Monday,50 mins,53 mins
2016-11-07,06:45,Monday,51 mins,52 mins
2016-11-07,06:50,Monday,53 mins,55 mins
2016-11-07,06:55,Monday,54 mins,55 mins
2016-11-07,07:00,Monday,55 mins,55 mins
2016-11-07,07:05,Monday,56 mins,58 mins
2016-11-07,07:10,Monday,56 mins,1 hour 4 mins
2016-11-07,07:15,Monday,56 mins,1 hour 4 mins
2016-11-07,07:20,Monday,56 mins,1 hour 3 mins
2016-11-07,07:25,Monday,56 mins,1 hour 5 mins
2016-11-07,07:30,Monday,57 mins,1 hour 1 min
2016-11-07,07:35,Monday,59 mins,1 hour 0 mins
2016-11-07,07:40,Monday,1 hour 0 mins,59 mins
2016-11-07,07:45,Monday,57 mins,59 mins
2016-11-07,07:50,Monday,58 mins,59 mins
2016-11-07,07:55,Monday,59 mins,58 mins
2016-11-07,17:00,Monday,52 mins,42 mins
2016-11-07,17:05,Monday,54 mins,42 mins
2016-11-07,17:10,Monday,55 mins,42 mins
2016-11-07,17:15,Monday,55 mins,45 mins
2016-11-07,17:20,Monday,57 mins,41 mins
2016-11-07,17:25,Monday,1 hour 0 mins,40 mins
2016-11-07,17:30,Monday,1 hour 0 mins,41 mins
2016-11-07,17:35,Monday,59 mins,42 mins
2016-11-07,17:40,Monday,58 mins,41 mins
2016-11-07,17:45,Monday,58 mins,40 mins
2016-11-07,17:50,Monday,57 mins,40 mins
2016-11-07,17:55,Monday,56 mins,42 mins
2016-11-07,18:00,Monday,56 mins,40 mins
2016-11-07,18:05,Monday,54 mins,39 mins
2016-11-07,18:10,Monday,53 mins,38 mins
2016-11-07,18:15,Monday,52 mins,38 mins
2016-11-07,18:20,Monday,52 mins,36 mins
2016-11-07,18:25,Monday,50 mins,36 mins
2016-11-07,18:30,Monday,49 mins,35 mins
2016-11-07,18:35,Monday,47 mins,36 mins
2016-11-07,18:40,Monday,45 mins,36 mins
2016-11-07,18:45,Monday,44 mins,34 mins
2016-11-07,18:50,Monday,45 mins,34 mins
2016-11-07,18:55,Monday,44 mins,34 mins
2016-11-07,19:00,Monday,41 mins,32 mins
2016-11-07,19:05,Monday,40 mins,30 mins
2016-11-07,19:10,Monday,40 mins,30 mins
2016-11-07,19:15,Monday,38 mins,31 mins
2016-11-07,19:20,Monday,38 mins,31 mins
2016-11-07,19:25,Monday,35 mins,30 mins
2016-11-07,19:30,Monday,34 mins,29 mins
2016-11-07,19:35,Monday,33 mins,29 mins
2016-11-07,19:40,Monday,32 mins,28 mins
2016-11-07,19:45,Monday,30 mins,28 mins
2016-11-07,19:50,Monday,29 mins,27 mins
2016-11-07,19:55,Monday,29 mins,27 mins
2016-11-07,23:00,Monday,26 mins,26 mins
2016-11-07,23:05,Monday,26 mins,26 mins
2016-11-07,23:10,Monday,25 mins,25 mins
2016-11-07,23:15,Monday,25 mins,25 mins
2016-11-07,23:20,Monday,25 mins,25 mins
2016-11-07,23:25,Monday,25 mins,25 mins
2016-11-07,23:30,Monday,25 mins,25 mins
2016-11-07,23:35,Monday,25 mins,25 mins
2016-11-07,23:40,Monday,25 mins,25 mins
2016-11-07,23:45,Monday,24 mins,25 mins
2016-11-07,23:50,Monday,25 mins,25 mins
2016-11-07,23:55,Monday,25 mins,25 mins
2016-11-08,05:00,Tuesday,25 mins,25 mins
2016-11-08,05:05,Tuesday,26 mins,25 mins
2016-11-08,05:10,Tuesday,26 mins,25 mins
2016-11-08,05:15,Tuesday,25 mins,25 mins
2016-11-08,05:20,Tuesday,26 mins,25 mins
2016-11-08,05:25,Tuesday,26 mins,25 mins
2016-11-08,05:30,Tuesday,26 mins,25 mins
2016-11-08,05:35,Tuesday,26 mins,25 mins
2016-11-08,05:40,Tuesday,26 mins,25 mins
2016-11-08,05:45,Tuesday,26 mins,25 mins
2016-11-08,05:50,Tuesday,27 mins,26 mins
2016-11-08,05:55,Tuesday,27 mins,26 mins
2016-11-08,06:00,Tuesday,29 mins,26 mins
2016-11-08,06:05,Tuesday,29 mins,27 mins
2016-11-08,06:10,Tuesday,30 mins,28 mins
2016-11-08,06:15,Tuesday,36 mins,31 mins
2016-11-08,06:20,Tuesday,41 mins,37 mins
2016-11-08,06:25,Tuesday,43 mins,40 mins
2016-11-08,06:30,Tuesday,51 mins,45 mins
2016-11-08,06:35,Tuesday,49 mins,45 mins
2016-11-08,06:40,Tuesday,49 mins,44 mins
2016-11-08,06:45,Tuesday,53 mins,51 mins
2016-11-08,06:50,Tuesday,54 mins,52 mins
2016-11-08,07:20,Tuesday,54 mins,54 mins
2016-11-08,07:25,Tuesday,57 mins,52 mins
2016-11-08,07:30,Tuesday,57 mins,54 mins
2016-11-08,07:35,Tuesday,58 mins,54 mins
2016-11-08,07:40,Tuesday,58 mins,54 mins
2016-11-08,07:45,Tuesday,57 mins,53 mins
2016-11-08,07:50,Tuesday,58 mins,53 mins
2016-11-08,07:55,Tuesday,58 mins,51 mins
2016-11-08,17:00,Tuesday,1 hour 0 mins,46 mins
2016-11-08,17:05,Tuesday,1 hour 0 mins,45 mins
2016-11-08,17:10,Tuesday,59 mins,45 mins
2016-11-08,17:15,Tuesday,1 hour 0 mins,47 mins
2016-11-08,17:20,Tuesday,1 hour 1 min,46 mins
2016-11-08,17:25,Tuesday,1 hour 0 mins,46 mins
2016-11-08,17:30,Tuesday,1 hour 1 min,44 mins
2016-11-08,17:35,Tuesday,1 hour 0 mins,44 mins
2016-11-08,17:40,Tuesday,1 hour 4 mins,44 mins
2016-11-08,17:45,Tuesday,1 hour 2 mins,44 mins
2016-11-08,17:50,Tuesday,1 hour 1 min,41 mins
2016-11-08,17:55,Tuesday,1 hour 2 mins,39 mins
2016-11-08,18:00,Tuesday,1 hour 0 mins,39 mins
2016-11-08,18:05,Tuesday,59 mins,40 mins
2016-11-08,18:10,Tuesday,59 mins,40 mins
2016-11-08,18:15,Tuesday,58 mins,37 mins
2016-11-08,18:20,Tuesday,56 mins,38 mins
2016-11-08,18:25,Tuesday,56 mins,36 mins
2016-11-08,18:30,Tuesday,54 mins,35 mins
2016-11-08,18:35,Tuesday,52 mins,34 mins
2016-11-08,18:40,Tuesday,51 mins,35 mins
2016-11-08,18:45,Tuesday,48 mins,34 mins
2016-11-08,18:50,Tuesday,45 mins,33 mins
2016-11-08,18:55,Tuesday,45 mins,32 mins
2016-11-08,19:00,Tuesday,42 mins,31 mins
2016-11-08,19:05,Tuesday,40 mins,31 mins
2016-11-08,19:10,Tuesday,38 mins,30 mins
2016-11-08,19:15,Tuesday,37 mins,31 mins
2016-11-08,19:20,Tuesday,36 mins,30 mins
2016-11-08,19:25,Tuesday,35 mins,29 mins
2016-11-08,19:30,Tuesday,33 mins,28 mins
2016-11-08,19:35,Tuesday,32 mins,28 mins
2016-11-08,19:40,Tuesday,32 mins,28 mins
2016-11-08,19:45,Tuesday,31 mins,28 mins
2016-11-08,19:50,Tuesday,29 mins,28 mins
2016-11-08,19:55,Tuesday,28 mins,27 mins
2016-11-08,23:00,Tuesday,25 mins,26 mins
2016-11-08,23:05,Tuesday,25 mins,26 mins
2016-11-08,23:10,Tuesday,26 mins,25 mins
2016-11-08,23:15,Tuesday,26 mins,25 mins
2016-11-08,23:20,Tuesday,26 mins,25 mins
2016-11-08,23:25,Tuesday,26 mins,25 mins
2016-11-08,23:30,Tuesday,25 mins,25 mins
2016-11-08,23:35,Tuesday,26 mins,25 mins
2016-11-08,23:40,Tuesday,26 mins,26 mins
2016-11-08,23:45,Tuesday,25 mins,25 mins
2016-11-08,23:50,Tuesday,26 mins,25 mins
2016-11-08,23:55,Tuesday,26 mins,25 mins
2016-11-09,05:00,Wednesday,25 mins,25 mins
2016-11-09,05:05,Wednesday,25 mins,25 mins
2016-11-09,05:10,Wednesday,25 mins,25 mins
2016-11-09,05:15,Wednesday,25 mins,25 mins
2016-11-09,05:20,Wednesday,25 mins,25 mins
2016-11-09,05:25,Wednesday,25 mins,25 mins
2016-11-09,05:30,Wednesday,25 mins,25 mins
2016-11-09,05:35,Wednesday,25 mins,25 mins
2016-11-09,05:40,Wednesday,26 mins,26 mins
2016-11-09,05:45,Wednesday,26 mins,26 mins
2016-11-09,05:50,Wednesday,27 mins,26 mins
2016-11-09,05:55,Wednesday,27 mins,26 mins
2016-11-09,06:00,Wednesday,28 mins,26 mins
2016-11-09,06:05,Wednesday,30 mins,27 mins
2016-11-09,06:10,Wednesday,30 mins,27 mins
2016-11-09,06:15,Wednesday,37 mins,30 mins
2016-11-09,06:20,Wednesday,43 mins,34 mins
2016-11-09,06:25,Wednesday,45 mins,38 mins
2016-11-09,06:30,Wednesday,48 mins,42 mins
2016-11-09,06:35,Wednesday,50 mins,47 mins
2016-11-09,06:40,Wednesday,49 mins,49 mins
2016-11-09,06:45,Wednesday,53 mins,53 mins
2016-11-09,06:55,Wednesday,52 mins,58 mins
2016-11-09,07:00,Wednesday,52 mins,57 mins
2016-11-09,07:05,Wednesday,52 mins,57 mins
2016-11-09,07:10,Wednesday,51 mins,1 hour 4 mins
2016-11-09,07:15,Wednesday,53 mins,1 hour 2 mins
2016-11-09,07:20,Wednesday,53 mins,1 hour 4 mins
2016-11-09,07:25,Wednesday,56 mins,1 hour 4 mins
2016-11-09,07:30,Wednesday,56 mins,1 hour 5 mins
2016-11-09,07:35,Wednesday,58 mins,1 hour 4 mins
2016-11-09,07:40,Wednesday,1 hour 0 mins,1 hour 2 mins
2016-11-09,07:45,Wednesday,57 mins,58 mins
2016-11-09,07:50,Wednesday,57 mins,57 mins
2016-11-09,07:55,Wednesday,55 mins,58 mins
2016-11-09,17:00,Wednesday,1 hour 7 mins,48 mins
2016-11-09,17:05,Wednesday,1 hour 8 mins,51 mins
2016-11-09,17:10,Wednesday,1 hour 6 mins,50 mins
2016-11-09,17:15,Wednesday,1 hour 7 mins,51 mins
2016-11-09,17:20,Wednesday,1 hour 8 mins,51 mins
2016-11-09,17:25,Wednesday,1 hour 8 mins,48 mins
2016-11-09,17:30,Wednesday,1 hour 7 mins,48 mins
2016-11-09,17:35,Wednesday,1 hour 8 mins,51 mins
2016-11-09,17:40,Wednesday,1 hour 8 mins,52 mins
2016-11-09,17:45,Wednesday,1 hour 5 mins,54 mins
2016-11-09,17:50,Wednesday,1 hour 8 mins,50 mins
2016-11-09,17:55,Wednesday,1 hour 8 mins,49 mins
2016-11-09,18:00,Wednesday,1 hour 4 mins,48 mins
2016-11-09,18:05,Wednesday,1 hour 2 mins,47 mins
2016-11-09,18:10,Wednesday,1 hour 2 mins,46 mins
2016-11-09,18:15,Wednesday,1 hour 2 mins,43 mins
2016-11-09,18:20,Wednesday,1 hour 1 min,43 mins
2016-11-09,18:25,Wednesday,1 hour 1 min,44 mins
2016-11-09,18:30,Wednesday,59 mins,44 mins
2016-11-09,18:35,Wednesday,57 mins,41 mins
2016-11-09,18:40,Wednesday,58 mins,39 mins
2016-11-09,18:45,Wednesday,54 mins,37 mins
2016-11-09,18:50,Wednesday,53 mins,37 mins
2016-11-09,18:55,Wednesday,52 mins,36 mins
2016-11-09,19:00,Wednesday,50 mins,34 mins
2016-11-09,19:05,Wednesday,51 mins,33 mins
2016-11-09,19:10,Wednesday,50 mins,33 mins
2016-11-09,19:15,Wednesday,47 mins,32 mins
2016-11-09,19:20,Wednesday,46 mins,32 mins
2016-11-09,19:25,Wednesday,45 mins,31 mins
2016-11-09,19:30,Wednesday,41 mins,31 mins
2016-11-09,19:35,Wednesday,40 mins,31 mins
2016-11-09,19:40,Wednesday,40 mins,30 mins
2016-11-09,19:45,Wednesday,37 mins,30 mins
2016-11-09,19:50,Wednesday,35 mins,29 mins
2016-11-09,19:55,Wednesday,36 mins,28 mins
2016-11-09,23:00,Wednesday,25 mins,25 mins
2016-11-09,23:05,Wednesday,25 mins,26 mins
2016-11-09,23:10,Wednesday,25 mins,25 mins
2016-11-09,23:15,Wednesday,25 mins,26 mins
2016-11-09,23:20,Wednesday,25 mins,26 mins
2016-11-09,23:25,Wednesday,25 mins,25 mins
2016-11-09,23:30,Wednesday,25 mins,26 mins
2016-11-09,23:35,Wednesday,25 mins,25 mins
2016-11-09,23:40,Wednesday,25 mins,25 mins
2016-11-09,23:45,Wednesday,25 mins,25 mins
2016-11-09,23:50,Wednesday,25 mins,25 mins
2016-11-09,23:55,Wednesday,25 mins,25 mins
2016-11-10,05:00,Thursday,25 mins,25 mins
2016-11-10,05:05,Thursday,25 mins,25 mins
2016-11-10,05:10,Thursday,25 mins,25 mins
2016-11-10,05:15,Thursday,25 mins,25 mins
2016-11-10,05:20,Thursday,25 mins,25 mins
2016-11-10,05:25,Thursday,25 mins,25 mins
2016-11-10,05:30,Thursday,26 mins,25 mins
2016-11-10,05:35,Thursday,26 mins,25 mins
2016-11-10,05:40,Thursday,26 mins,25 mins
2016-11-10,05:45,Thursday,26 mins,26 mins
2016-11-10,05:50,Thursday,27 mins,26 mins
2016-11-10,05:55,Thursday,27 mins,25 mins
2016-11-10,06:00,Thursday,29 mins,26 mins
2016-11-10,06:05,Thursday,30 mins,27 mins
2016-11-10,06:10,Thursday,31 mins,28 mins
2016-11-10,06:15,Thursday,39 mins,31 mins
2016-11-10,06:20,Thursday,42 mins,38 mins
2016-11-10,06:25,Thursday,45 mins,41 mins
2016-11-10,06:30,Thursday,50 mins,46 mins
2016-11-10,06:35,Thursday,51 mins,50 mins
2016-11-10,06:40,Thursday,52 mins,52 mins
2016-11-10,06:45,Thursday,51 mins,53 mins
2016-11-10,06:50,Thursday,56 mins,56 mins
2016-11-10,06:55,Thursday,54 mins,57 mins
2016-11-10,07:00,Thursday,53 mins,57 mins
2016-11-10,07:05,Thursday,56 mins,59 mins
2016-11-10,07:10,Thursday,53 mins,1 hour 0 mins
2016-11-10,07:15,Thursday,55 mins,1 hour 4 mins
2016-11-10,07:20,Thursday,56 mins,1 hour 3 mins
2016-11-10,07:25,Thursday,57 mins,1 hour 0 mins
2016-11-10,07:30,Thursday,59 mins,1 hour 2 mins
2016-11-10,07:35,Thursday,58 mins,1 hour 2 mins
2016-11-10,07:40,Thursday,1 hour 0 mins,1 hour 0 mins
2016-11-10,07:45,Thursday,58 mins,1 hour 0 mins
2016-11-10,07:50,Thursday,58 mins,1 hour 0 mins
2016-11-10,07:55,Thursday,58 mins,1 hour 0 mins
2016-11-10,17:00,Thursday,1 hour 9 mins,52 mins
2016-11-10,17:05,Thursday,1 hour 15 mins,50 mins
