Date,Time,Weekday,To Home,To Work
2016-10-25,06:15,Tuesday,36 mins,30 mins
2016-10-25,06:20,Tuesday,42 mins,35 mins
2016-10-25,06:25,Tuesday,43 mins,38 mins
2016-10-25,06:30,Tuesday,47 mins,45 mins
2016-10-25,06:35,Tuesday,49 mins,48 mins
2016-10-25,06:40,Tuesday,51 mins,52 mins
2016-10-25,06:45,Tuesday,52 mins,55 mins
2016-10-25,06:50,Tuesday,53 mins,58 mins
2016-10-25,06:55,Tuesday,54 mins,55 mins
2016-10-25,07:00,Tuesday,55 mins,57 mins
2016-10-25,07:05,Tuesday,56 mins,1 hour 2 mins
2016-10-25,07:10,Tuesday,55 mins,59 mins
2016-10-25,07:15,Tuesday,56 mins,59 mins
2016-10-25,07:20,Tuesday,57 mins,1 hour 1 min
2016-10-25,07:25,Tuesday,56 mins,1 hour 2 mins
2016-10-25,07:30,Tuesday,58 mins,1 hour 2 mins
2016-10-25,07:35,Tuesday,58 mins,1 hour 0 mins
2016-10-25,07:40,Tuesday,56 mins,58 mins
2016-10-25,07:45,Tuesday,57 mins,59 mins
2016-10-25,07:50,Tuesday,58 mins,54 mins
2016-10-25,07:55,Tuesday,54 mins,54 mins
2016-10-25,17:00,Tuesday,59 mins,38 mins
2016-10-25,17:05,Tuesday,1 hour 0 mins,36 mins
2016-10-25,17:10,Tuesday,1 hour 1 min,35 mins
2016-10-25,17:15,Tuesday,1 hour 1 min,36 mins
2016-10-25,17:20,Tuesday,1 hour 0 mins,36 mins
2016-10-25,17:25,Tuesday,59 mins,35 mins
2016-10-25,17:30,Tuesday,1 hour 0 mins,37 mins
2016-10-25,17:35,Tuesday,59 mins,34 mins
2016-10-25,17:40,Tuesday,58 mins,35 mins
2016-10-25,17:45,Tuesday,57 mins,33 mins
2016-10-25,17:50,Tuesday,58 mins,33 mins
2016-10-25,17:55,Tuesday,59 mins,34 mins
2016-10-25,18:00,Tuesday,58 mins,31 mins
2016-10-25,18:05,Tuesday,57 mins,30 mins
2016-10-25,18:10,Tuesday,57 mins,30 mins
2016-10-25,18:15,Tuesday,56 mins,30 mins
2016-10-25,18:20,Tuesday,54 mins,32 mins
2016-10-25,18:25,Tuesday,54 mins,32 mins
2016-10-25,18:30,Tuesday,52 mins,30 mins
2016-10-25,18:35,Tuesday,51 mins,29 mins
2016-10-25,18:40,Tuesday,51 mins,29 mins
2016-10-25,18:45,Tuesday,50 mins,30 mins
2016-10-25,18:50,Tuesday,48 mins,31 mins
2016-10-25,18:55,Tuesday,46 mins,32 mins
2016-10-25,19:00,Tuesday,46 mins,29 mins
2016-10-25,19:05,Tuesday,44 mins,30 mins
2016-10-25,19:10,Tuesday,43 mins,31 mins
2016-10-25,19:15,Tuesday,42 mins,28 mins
2016-10-25,19:20,Tuesday,41 mins,26 mins
2016-10-25,19:25,Tuesday,41 mins,27 mins
2016-10-25,19:30,Tuesday,40 mins,30 mins
2016-10-25,19:35,Tuesday,38 mins,28 mins
2016-10-25,19:40,Tuesday,37 mins,28 mins
2016-10-25,19:45,Tuesday,36 mins,28 mins
2016-10-25,19:50,Tuesday,34 mins,27 mins
2016-10-25,19:55,Tuesday,33 mins,28 mins
2016-10-25,23:00,Tuesday,26 mins,25 mins
2016-10-25,23:05,Tuesday,25 mins,25 mins
2016-10-25,23:10,Tuesday,25 mins,25 mins
2016-10-25,23:15,Tuesday,25 mins,26 mins
2016-10-25,23:20,Tuesday,25 mins,26 mins
2016-10-25,23:25,Tuesday,25 mins,25 mins
2016-10-25,23:30,Tuesday,26 mins,25 mins
2016-10-25,23:35,Tuesday,25 mins,25 mins
2016-10-25,23:40,Tuesday,25 mins,25 mins
2016-10-25,23:45,Tuesday,25 mins,26 mins
2016-10-25,23:50,Tuesday,25 mins,25 mins
2016-10-25,23:55,Tuesday,25 mins,25 mins
2016-10-26,05:00,Wednesday,26 mins,26 mins
2016-10-26,05:05,Wednesday,26 mins,27 mins
2016-10-26,05:10,Wednesday,26 mins,27 mins
2016-10-26,05:15,Wednesday,27 mins,27 mins
2016-10-26,05:20,Wednesday,27 mins,27 mins
2016-10-26,05:25,Wednesday,27 mins,27 mins
2016-10-26,05:30,Wednesday,27 mins,26 mins
2016-10-26,05:35,Wednesday,27 mins,26 mins
2016-10-26,05:40,Wednesday,27 mins,26 mins
2016-10-26,05:45,Wednesday,27 mins,27 mins
2016-10-26,05:50,Wednesday,28 mins,27 mins
2016-10-26,05:55,Wednesday,29 mins,27 mins
2016-10-26,06:00,Wednesday,29 mins,28 mins
2016-10-26,06:05,Wednesday,32 mins,28 mins
2016-10-26,06:10,Wednesday,32 mins,30 mins
2016-10-26,06:15,Wednesday,40 mins,33 mins
2016-10-26,06:20,Wednesday,46 mins,41 mins
2016-10-26,06:25,Wednesday,48 mins,43 mins
2016-10-26,06:30,Wednesday,53 mins,49 mins
2016-10-26,06:35,Wednesday,52 mins,52 mins
2016-10-26,06:40,Wednesday,55 mins,54 mins
2016-10-26,06:45,Wednesday,57 mins,54 mins
2016-10-26,06:50,Wednesday,58 mins,59 mins
2016-10-26,06:55,Wednesday,1 hour 0 mins,58 mins
2016-10-26,07:00,Wednesday,1 hour 1 min,58 mins
2016-10-26,07:05,Wednesday,1 hour 0 mins,1 hour 4 mins
2016-10-26,07:10,Wednesday,1 hour 2 mins,1 hour 2 mins
2016-10-26,07:15,Wednesday,1 hour 6 mins,1 hour 4 mins
2016-10-26,07:20,Wednesday,1 hour 6 mins,1 hour 1 min
2016-10-26,07:25,Wednesday,1 hour 3 mins,1 hour 3 mins
2016-10-26,07:30,Wednesday,1 hour 6 mins,1 hour 4 mins
2016-10-26,07:35,Wednesday,1 hour 10 mins,1 hour 1 min
2016-10-26,07:40,Wednesday,1 hour 7 mins,1 hour 1 min
2016-10-26,07:45,Wednesday,1 hour 5 mins,58 mins
2016-10-26,07:50,Wednesday,1 hour 12 mins,59 mins
2016-10-26,07:55,Wednesday,1 hour 9 mins,59 mins
2016-10-26,17:00,Wednesday,1 hour 8 mins,54 mins
2016-10-26,17:05,Wednesday,1 hour 8 mins,52 mins
2016-10-26,17:10,Wednesday,1 hour 9 mins,52 mins
2016-10-26,17:15,Wednesday,1 hour 8 mins,48 mins
2016-10-26,17:20,Wednesday,1 hour 8 mins,49 mins
2016-10-26,17:25,Wednesday,1 hour 9 mins,48 mins
2016-10-26,17:30,Wednesday,1 hour 9 mins,48 mins
2016-10-26,17:35,Wednesday,1 hour 9 mins,48 mins
2016-10-26,17:40,Wednesday,1 hour 10 mins,46 mins
2016-10-26,17:45,Wednesday,1 hour 11 mins,44 mins
2016-10-26,17:50,Wednesday,1 hour 9 mins,45 mins
2016-10-26,17:55,Wednesday,1 hour 8 mins,45 mins
2016-10-26,18:00,Wednesday,1 hour 6 mins,42 mins
2016-10-26,18:05,Wednesday,1 hour 6 mins,43 mins
2016-10-26,18:10,Wednesday,1 hour 4 mins,43 mins
2016-10-26,18:15,Wednesday,1 hour 2 mins,44 mins
2016-10-26,18:20,Wednesday,1 hour 1 min,43 mins
2016-10-26,18:25,Wednesday,59 mins,43 mins
2016-10-26,18:30,Wednesday,58 mins,41 mins
2016-10-26,18:35,Wednesday,56 mins,37 mins
2016-10-26,18:40,Wednesday,55 mins,37 mins
2016-10-26,18:45,Wednesday,52 mins,37 mins
2016-10-26,18:50,Wednesday,50 mins,38 mins
2016-10-26,18:55,Wednesday,51 mins,37 mins
2016-10-26,19:00,Wednesday,48 mins,38 mins
2016-10-26,19:05,Wednesday,46 mins,35 mins
2016-10-26,19:10,Wednesday,45 mins,35 mins
2016-10-26,19:15,Wednesday,45 mins,34 mins
2016-10-26,19:20,Wednesday,42 mins,34 mins
2016-10-26,19:25,Wednesday,42 mins,34 mins
2016-10-26,19:30,Wednesday,39 mins,33 mins
2016-10-26,19:35,Wednesday,38 mins,32 mins
2016-10-26,19:40,Wednesday,37 mins,32 mins
2016-10-26,19:45,Wednesday,37 mins,31 mins
2016-10-26,19:50,Wednesday,35 mins,31 mins
2016-10-26,19:55,Wednesday,35 mins,30 mins
2016-10-26,23:00,Wednesday,26 mins,27 mins
2016-10-26,23:05,Wednesday,26 mins,27 mins
2016-10-26,23:10,Wednesday,26 mins,26 mins
2016-10-26,23:15,Wednesday,28 mins,26 mins
2016-10-26,23:20,Wednesday,29 mins,26 mins
2016-10-26,23:25,Wednesday,30 mins,26 mins
2016-10-26,23:30,Wednesday,33 mins,26 mins
2016-10-26,23:35,Wednesday,28 mins,26 mins
2016-10-26,23:40,Wednesday,26 mins,25 mins
2016-10-26,23:45,Wednesday,26 mins,26 mins
2016-10-26,23:50,Wednesday,26 mins,26 mins
2016-10-26,23:55,Wednesday,26 mins,26 mins
2016-10-27,05:00,Thursday,26 mins,25 mins
2016-10-27,05:05,Thursday,25 mins,25 mins
2016-10-27,05:10,Thursday,25 mins,25 mins
2016-10-27,05:15,Thursday,26 mins,25 mins
2016-10-27,05:20,Thursday,26 mins,25 mins
2016-10-27,05:25,Thursday,26 mins,25 mins
2016-10-27,05:30,Thursday,26 mins,25 mins
2016-10-27,05:35,Thursday,26 mins,25 mins
2016-10-27,05:40,Thursday,26 mins,25 mins
2016-10-27,05:45,Thursday,26 mins,26 mins
2016-10-27,05:50,Thursday,27 mins,26 mins
2016-10-27,05:55,Thursday,27 mins,26 mins
2016-10-27,06:00,Thursday,29 mins,26 mins
2016-10-27,06:05,Thursday,30 mins,27 mins
2016-10-27,06:10,Thursday,31 mins,27 mins
2016-10-27,06:15,Thursday,37 mins,30 mins
2016-10-27,06:20,Thursday,41 mins,36 mins
2016-10-27,06:25,Thursday,45 mins,40 mins
2016-10-27,06:30,Thursday,52 mins,45 mins
2016-10-27,06:35,Thursday,52 mins,46 mins
2016-10-27,06:40,Thursday,54 mins,50 mins
2016-10-27,06:45,Thursday,52 mins,54 mins
2016-10-27,06:50,Thursday,55 mins,56 mins
2016-10-27,06:55,Thursday,57 mins,56 mins
2016-10-27,07:00,Thursday,56 mins,58 mins
2016-10-27,07:05,Thursday,56 mins,58 mins
2016-10-27,07:10,Thursday,55 mins,59 mins
2016-10-27,07:15,Thursday,59 mins,59 mins
2016-10-27,07:20,Thursday,59 mins,1 hour 0 mins
2016-10-27,07:25,Thursday,55 mins,1 hour 1 min
2016-10-27,07:30,Thursday,57 mins,1 hour 2 mins
2016-10-27,07:35,Thursday,58 mins,1 hour 3 mins
2016-10-27,07:40,Thursday,57 mins,1 hour 1 min
2016-10-27,07:45,Thursday,57 mins,1 hour 1 min
2016-10-27,07:50,Thursday,58 mins,1 hour 1 min
2016-10-27,07:55,Thursday,1 hour 1 min,1 hour 0 mins
2016-10-27,17:00,Thursday,1 hour 8 mins,49 mins
2016-10-27,17:05,Thursday,1 hour 8 mins,47 mins
2016-10-27,17:10,Thursday,1 hour 8 mins,47 mins
2016-10-27,17:15,Thursday,1 hour 12 mins,43 mins
2016-10-27,17:20,Thursday,1 hour 9 mins,45 mins
2016-10-27,17:25,Thursday,1 hour 11 mins,43 mins
2016-10-27,17:30,Thursday,1 hour 11 mins,42 mins
2016-10-27,17:35,Thursday,1 hour 8 mins,41 mins
2016-10-27,17:40,Thursday,1 hour 9 mins,41 mins
2016-10-27,17:45,Thursday,1 hour 6 mins,37 mins
2016-10-27,17:50,Thursday,1 hour 7 mins,40 mins
2016-10-27,17:55,Thursday,1 hour 8 mins,39 mins
2016-10-27,18:00,Thursday,1 hour 9 mins,38 mins
2016-10-27,18:05,Thursday,1 hour 5 mins,38 mins
2016-10-27,18:10,Thursday,1 hour 6 mins,36 mins
2016-10-27,18:15,Thursday,1 hour 8 mins,36 mins
2016-10-27,18:20,Thursday,1 hour 7 mins,37 mins
2016-10-27,18:25,Thursday,1 hour 6 mins,38 mins
2016-10-27,18:30,Thursday,1 hour 7 mins,34 mins
2016-10-27,18:35,Thursday,1 hour 5 mins,34 mins
2016-10-27,18:40,Thursday,1 hour 3 mins,35 mins
2016-10-27,18:45,Thursday,1 hour 3 mins,35 mins
2016-10-27,18:50,Thursday,1 hour 3 mins,36 mins
2016-10-27,18:55,Thursday,59 mins,31 mins
2016-10-27,19:00,Thursday,57 mins,34 mins
2016-10-27,19:05,Thursday,55 mins,30 mins
2016-10-27,19:10,Thursday,54 mins,31 mins
2016-10-27,19:15,Thursday,52 mins,31 mins
2016-10-27,19:20,Thursday,53 mins,29 mins
2016-10-27,19:25,Thursday,52 mins,29 mins
2016-10-27,19:30,Thursday,49 mins,28 mins
2016-10-27,19:35,Thursday,49 mins,28 mins
2016-10-27,19:40,Thursday,48 mins,27 mins
2016-10-27,19:45,Thursday,46 mins,27 mins
2016-10-27,19:50,Thursday,47 mins,27 mins
2016-10-27,19:55,Thursday,46 mins,27 mins
2016-10-27,23:00,Thursday,26 mins,26 mins
2016-10-27,23:05,Thursday,26 mins,26 mins
2016-10-27,23:10,Thursday,26 mins,26 mins
2016-10-27,23:15,Thursday,27 mins,26 mins
2016-10-27,23:20,Thursday,26 mins,27 mins
2016-10-27,23:25,Thursday,26 mins,28 mins
2016-10-27,23:30,Thursday,26 mins,28 mins
2016-10-27,23:35,Thursday,25 mins,28 mins
2016-10-27,23:40,Thursday,26 mins,27 mins
2016-10-27,23:45,Thursday,26 mins,26 mins
2016-10-27,23:50,Thursday,26 mins,26 mins
2016-10-27,23:55,Thursday,26 mins,27 mins
2016-10-28,05:00,Friday,25 mins,25 mins
2016-10-28,05:05,Friday,25 mins,25 mins
2016-10-28,05:10,Friday,25 mins,25 mins
2016-10-28,05:15,Friday,25 mins,25 mins
2016-10-28,05:20,Friday,25 mins,25 mins
2016-10-28,05:25,Friday,25 mins,25 mins
2016-10-28,05:30,Friday,25 mins,25 mins
2016-10-28,05:35,Friday,25 mins,25 mins
2016-10-28,05:40,Friday,25 mins,25 mins
2016-10-28,05:45,Friday,26 mins,26 mins
2016-10-28,05:50,Friday,26 mins,28 mins
2016-10-28,05:55,Friday,27 mins,30 mins
2016-10-28,06:00,Friday,27 mins,30 mins
2016-10-28,06:05,Friday,28 mins,31 mins
2016-10-28,06:10,Friday,28 mins,30 mins
2016-10-28,06:15,Friday,33 mins,31 mins
2016-10-28,06:20,Friday,35 mins,33 mins
2016-10-28,06:25,Friday,39 mins,34 mins
2016-10-28,06:30,Friday,40 mins,36 mins
2016-10-28,06:35,Friday,42 mins,37 mins
2016-10-28,06:40,Friday,44 mins,36 mins
2016-10-28,06:45,Friday,43 mins,37 mins
2016-10-28,06:50,Friday,44 mins,38 mins
2016-10-28,06:55,Friday,45 mins,38 mins
2016-10-28,07:00,Friday,45 mins,40 mins
2016-10-28,07:05,Friday,43 mins,41 mins
2016-10-28,07:10,Friday,45 mins,41 mins
2016-10-28,07:15,Friday,43 mins,42 mins
2016-10-28,07:20,Friday,45 mins,44 mins
2016-10-28,07:25,Friday,45 mins,44 mins
2016-10-28,07:30,Friday,46 mins,43 mins
2016-10-28,07:35,Friday,45 mins,43 mins
2016-10-28,07:40,Friday,44 mins,42 mins
2016-10-28,07:45,Friday,45 mins,40 mins
2016-10-28,07:50,Friday,47 mins,39 mins
2016-10-28,07:55,Friday,46 mins,37 mins
2016-10-28,17:00,Friday,56 mins,43 mins
2016-10-28,17:05,Friday,58 mins,43 mins
2016-10-28,17:10,Friday,55 mins,43 mins
2016-10-28,17:15,Friday,54 mins,42 mins
2016-10-28,17:20,Friday,53 mins,42 mins
2016-10-28,17:25,Friday,50 mins,40 mins
2016-10-28,17:30,Friday,51 mins,41 mins
2016-10-28,17:35,Friday,49 mins,40 mins
2016-10-28,17:40,Friday,49 mins,39 mins
2016-10-28,17:45,Friday,47 mins,37 mins
2016-10-28,17:50,Friday,47 mins,37 mins
2016-10-28,17:55,Friday,45 mins,36 mins
2016-10-28,18:00,Friday,42 mins,33 mins
2016-10-28,18:05,Friday,39 mins,34 mins
2016-10-28,18:10,Friday,41 mins,41 mins
2016-10-28,18:15,Friday,39 mins,36 mins
2016-10-28,18:20,Friday,36 mins,37 mins
2016-10-28,18:25,Friday,36 mins,38 mins
2016-10-28,18:30,Friday,35 mins,37 mins
2016-10-28,18:35,Friday,33 mins,33 mins
2016-10-28,18:40,Friday,34 mins,35 mins
2016-10-28,18:45,Friday,32 mins,33 mins
2016-10-28,18:50,Friday,31 mins,35 mins
2016-10-28,18:55,Friday,30 mins,32 mins
2016-10-28,19:00,Friday,29 mins,34 mins
2016-10-28,19:05,Friday,28 mins,33 mins
2016-10-28,19:10,Friday,28 mins,33 mins
2016-10-28,19:15,Friday,27 mins,33 mins
2016-10-28,19:20,Friday,27 mins,34 mins
2016-10-28,19:25,Friday,27 mins,34 mins
2016-10-28,19:30,Friday,27 mins,32 mins
2016-10-28,19:35,Friday,26 mins,35 mins
2016-10-28,19:40,Friday,27 mins,36 mins
2016-10-28,19:45,Friday,26 mins,34 mins
2016-10-28,19:50,Friday,27 mins,33 mins
2016-10-28,19:55,Friday,27 mins,34 mins
2016-10-28,23:00,Friday,27 mins,27 mins
2016-10-28,23:05,Friday,26 mins,27 mins
2016-10-28,23:10,Friday,27 mins,27 mins
2016-10-28,23:15,Friday,27 mins,28 mins
2016-10-28,23:20,Friday,27 mins,27 mins
2016-10-28,23:25,Friday,27 mins,28 mins
2016-10-28,23:30,Friday,26 mins,27 mins
2016-10-28,23:35,Friday,26 mins,27 mins
2016-10-28,23:40,Friday,27 mins,27 mins
2016-10-28,23:45,Friday,27 mins,27 mins
2016-10-28,23:50,Friday,28 mins,27 mins
2016-10-28,23:55,Friday,26 mins,27 mins
2016-10-31,05:00,Monday,25 mins,25 mins
2016-10-31,05:05,Monday,25 mins,25 mins
2016-10-31,05:10,Monday,25 mins,24 mins
2016-10-31,05:15,Monday,25 mins,25 mins
2016-10-31,05:20,Monday,25 mins,25 mins
2016-10-31,05:25,Monday,25 mins,24 mins
2016-10-31,05:30,Monday,25 mins,24 mins
2016-10-31,05:35,Monday,25 mins,25 mins
2016-10-31,05:40,Monday,25 mins,25 mins
2016-10-31,05:45,Monday,26 mins,25 mins
2016-10-31,05:50,Monday,27 mins,26 mins
2016-10-31,05:55,Monday,27 mins,26 mins
2016-10-31,06:00,Monday,28 mins,26 mins
2016-10-31,06:05,Monday,29 mins,28 mins
2016-10-31,06:10,Monday,31 mins,29 mins
2016-10-31,06:15,Monday,36 mins,33 mins
2016-10-31,06:20,Monday,40 mins,38 mins
2016-10-31,06:25,Monday,42 mins,42 mins
2016-10-31,06:30,Monday,44 mins,46 mins
2016-10-31,06:35,Monday,47 mins,49 mins
2016-10-31,06:40,Monday,49 mins,50 mins
2016-10-31,06:45,Monday,50 mins,52 mins
2016-10-31,06:50,Monday,51 mins,53 mins
2016-10-31,06:55,Monday,51 mins,54 mins
2016-10-31,07:00,Monday,52 mins,55 mins
2016-10-31,07:05,Monday,55 mins,57 mins
2016-10-31,07:10,Monday,57 mins,56 mins
2016-10-31,07:15,Monday,57 mins,58 mins
2016-10-31,07:20,Monday,1 hour 0 mins,59 mins
2016-10-31,07:25,Monday,59 mins,58 mins
2016-10-31,07:30,Monday,59 mins,58 mins
2016-10-31,07:35,Monday,59 mins,57 mins
2016-10-31,07:40,Monday,56 mins,56 mins
2016-10-31,07:45,Monday,56 mins,54 mins
2016-10-31,07:50,Monday,56 mins,55 mins
2016-10-31,07:55,Monday,59 mins,53 mins
2016-10-31,17:00,Monday,1 hour 1 min,37 mins
2016-10-31,17:05,Monday,1 hour 1 min,37 mins
2016-10-31,17:10,Monday,1 hour 2 mins,34 mins
2016-10-31,17:15,Monday,1 hour 0 mins,34 mins
2016-10-31,17:20,Monday,57 mins,34 mins
2016-10-31,17:25,Monday,59 mins,34 mins
2016-10-31,17:30,Monday,58 mins,31 mins
2016-10-31,17:35,Monday,57 mins,32 mins
2016-10-31,17:40,Monday,58 mins,30 mins
2016-10-31,17:45,Monday,58 mins,30 mins
2016-10-31,17:50,Monday,57 mins,29 mins
2016-10-31,17:55,Monday,55 mins,29 mins
2016-10-31,18:00,Monday,55 mins,28 mins
2016-10-31,18:05,Monday,53 mins,29 mins
2016-10-31,18:10,Monday,51 mins,28 mins
2016-10-31,18:15,Monday,50 mins,28 mins
2016-10-31,18:20,Monday,48 mins,28 mins
2016-10-31,18:25,Monday,47 mins,30 mins
2016-10-31,18:30,Monday,47 mins,27 mins
2016-10-31,18:35,Monday,44 mins,28 mins
2016-10-31,18:40,Monday,44 mins,28 mins
2016-10-31,18:45,Monday,43 mins,27 mins
2016-10-31,18:50,Monday,40 mins,27 mins
2016-10-31,18:55,Monday,39 mins,26 mins
2016-10-31,19:00,Monday,38 mins,26 mins
2016-10-31,19:05,Monday,38 mins,26 mins
2016-10-31,19:10,Monday,37 mins,26 mins
2016-10-31,19:15,Monday,34 mins,27 mins
2016-10-31,19:20,Monday,34 mins,27 mins
2016-10-31,19:25,Monday,33 mins,27 mins
2016-10-31,19:30,Monday,32 mins,27 mins
2016-10-31,19:35,Monday,31 mins,26 mins
2016-10-31,19:40,Monday,30 mins,26 mins
2016-10-31,19:45,Monday,29 mins,26 mins
2016-10-31,19:50,Monday,28 mins,26 mins
2016-10-31,19:55,Monday,28 mins,26 mins
2016-10-31,23:00,Monday,25 mins,25 mins
2016-10-31,23:05,Monday,25 mins,26 mins
2016-10-31,23:10,Monday,25 mins,26 mins
2016-10-31,23:15,Monday,25 mins,26 mins
2016-10-31,23:20,Monday,25 mins,26 mins
2016-10-31,23:25,Monday,25 mins,26 mins
2016-10-31,23:30,Monday,25 mins,26 mins
2016-10-31,23:35,Monday,25 mins,26 mins
2016-10-31,23:40,Monday,25 mins,26 mins
2016-10-31,23:45,Monday,26 mins,26 mins
2016-10-31,23:50,Monday,26 mins,26 mins
2016-10-31,23:55,Monday,26 mins,26 mins
2016-11-01,05:00,Tuesday,25 mins,24 mins
2016-11-01,05:05,Tuesday,25 mins,24 mins
2016-11-01,05:10,Tuesday,25 mins,24 mins
2016-11-01,05:15,Tuesday,25 mins,24 mins
2016-11-01,05:20,Tuesday,25 mins,24 mins
2016-11-01,05:25,Tuesday,25 mins,25 mins
2016-11-01,05:30,Tuesday,25 mins,24 mins
2016-11-01,05:35,Tuesday,26 mins,25 mins
2016-11-01,05:40,Tuesday,26 mins,25 mins
2016-11-01,05:45,Tuesday,26 mins,25 mins
2016-11-01,05:50,Tuesday,27 mins,25 mins
2016-11-01,05:55,Tuesday,28 mins,25 mins
2016-11-01,06:00,Tuesday,29 mins,26 mins
2016-11-01,06:05,Tuesday,29 mins,27 mins
2016-11-01,06:10,Tuesday,32 mins,27 mins
2016-11-01,06:15,Tuesday,40 mins,30 mins
2016-11-01,06:20,Tuesday,44 mins,35 mins
2016-11-01,06:25,Tuesday,47 mins,38 mins
2016-11-01,06:30,Tuesday,49 mins,44 mins
2016-11-01,06:35,Tuesday,53 mins,46 mins
2016-11-01,06:40,Tuesday,54 mins,50 mins
2016-11-01,06:45,Tuesday,57 mins,52 mins
2016-11-01,06:50,Tuesday,58 mins,55 mins
2016-11-01,06:55,Tuesday,1 hour 0 mins,57 mins
2016-11-01,07:00,Tuesday,1 hour 3 mins,59 mins
2016-11-01,07:05,Tuesday,1 hour 0 mins,1 hour 0 mins
2016-11-01,07:10,Tuesday,59 mins,58 mins
2016-11-01,07:15,Tuesday,1 hour 3 mins,1 hour 0 mins
2016-11-01,07:20,Tuesday,1 hour 3 mins,1 hour 0 mins
2016-11-01,07:25,Tuesday,1 hour 2 mins,1 hour 1 min
2016-11-01,07:30,Tuesday,1 hour 2 mins,1 hour 2 mins
2016-11-01,07:35,Tuesday,1 hour 2 mins,58 mins
2016-11-01,07:40,Tuesday,1 hour 5 mins,57 mins
2016-11-01,07:45,Tuesday,1 hour 4 mins,57 mins
2016-11-01,07:50,Tuesday,1 hour 0 mins,58 mins
2016-11-01,07:55,Tuesday,1 hour 1 min,58 mins
2016-11-01,17:00,Tuesday,58 mins,35 mins
2016-11-01,17:05,Tuesday,1 hour 1 min,33 mins
2016-11-01,17:10,Tuesday,59 mins,35 mins
2016-11-01,17:15,Tuesday,1 hour 1 min,35 mins
2016-11-01,17:20,Tuesday,1 hour 2 mins,37 mins
2016-11-01,17:25,Tuesday,1 hour 1 min,37 mins
2016-11-01,17:30,Tuesday,1 hour 0 mins,37 mins
2016-11-01,17:35,Tuesday,1 hour 0 mins,35 mins
2016-11-01,17:40,Tuesday,1 hour 0 mins,35 mins
2016-11-01,17:45,Tuesday,1 hour 0 mins,38 mins
2016-11-01,17:50,Tuesday,1 hour 1 min,34 mins
2016-11-01,17:55,Tuesday,1 hour 1 min,32 mins
2016-11-01,18:00,Tuesday,1 hour 0 mins,31 mins
2016-11-01,18:05,Tuesday,1 hour 0 mins,35 mins
2016-11-01,18:10,Tuesday,59 mins,34 mins
2016-11-01,18:15,Tuesday,59 mins,35 mins
2016-11-01,18:20,Tuesday,58 mins,32 mins
2016-11-01,18:25,Tuesday,59 mins,33 mins
2016-11-01,18:30,Tuesday,57 mins,34 mins
2016-11-01,18:35,Tuesday,56 mins,33 mins
2016-11-01,18:40,Tuesday,56 mins,30 mins
2016-11-01,18:45,Tuesday,55 mins,30 mins
2016-11-01,18:50,Tuesday,54 mins,29 mins
2016-11-01,18:55,Tuesday,53 mins,28 mins
2016-11-01,19:00,Tuesday,52 mins,28 mins
2016-11-01,19:05,Tuesday,50 mins,28 mins
2016-11-01,19:10,Tuesday,49 mins,28 mins
2016-11-01,19:15,Tuesday,50 mins,28 mins
2016-11-01,19:20,Tuesday,47 mins,29 mins
2016-11-01,19:25,Tuesday,46 mins,28 mins
2016-11-01,19:30,Tuesday,43 mins,28 mins
2016-11-01,19:35,Tuesday,44 mins,27 mins
2016-11-01,19:40,Tuesday,40 mins,27 mins
2016-11-01,19:45,Tuesday,39 mins,28 mins
2016-11-01,19:50,Tuesday,36 mins,27 mins
2016-11-01,19:55,Tuesday,35 mins,27 mins
2016-11-01,23:00,Tuesday,26 mins,30 mins
2016-11-01,23:05,Tuesday,25 mins,32 mins
2016-11-01,23:10,Tuesday,25 mins,32 mins
2016-11-01,23:15,Tuesday,26 mins,33 mins
2016-11-01,23:20,Tuesday,25 mins,33 mins
2016-11-01,23:25,Tuesday,25 mins,33 mins
2016-11-01,23:30,Tuesday,25 mins,35 mins
2016-11-01,23:35,Tuesday,25 mins,32 mins
2016-11-01,23:40,Tuesday,25 mins,28 mins
2016-11-01,23:45,Tuesday,25 mins,26 mins
2016-11-01,23:50,Tuesday,26 mins,25 mins
2016-11-01,23:55,Tuesday,25 mins,25 mins
2016-11-02,05:00,Wednesday,26 mins,24 mins
2016-11-02,05:05,Wednesday,25 mins,24 mins
2016-11-02,05:10,Wednesday,25 mins,25 mins
2016-11-02,05:15,Wednesday,25 mins,25 mins
2016-11-02,05:20,Wednesday,26 mins,25 mins
2016-11-02,05:25,Wednesday,25 mins,25 mins
2016-11-02,05:30,Wednesday,25 mins,24 mins
2016-11-02,05:35,Wednesday,26 mins,25 mins
2016-11-02,05:40,Wednesday,26 mins,25 mins
2016-11-02,05:45,Wednesday,26 mins,25 mins
2016-11-02,05:50,Wednesday,26 mins,25 mins
2016-11-02,05:55,Wednesday,26 mins,25 mins
2016-11-02,06:00,Wednesday,28 mins,26 mins
2016-11-02,06:05,Wednesday,29 mins,27 mins
2016-11-02,06:10,Wednesday,31 mins,28 mins
2016-11-02,06:15,Wednesday,40 mins,29 mins
2016-11-02,06:20,Wednesday,45 mins,33 mins
2016-11-02,06:25,Wednesday,45 mins,37 mins
2016-11-02,06:30,Wednesday,50 mins,43 mins
2016-11-02,06:35,Wednesday,53 mins,47 mins
2016-11-02,06:40,Wednesday,52 mins,48 mins
2016-11-02,06:45,Wednesday,54 mins,52 mins
2016-11-02,06:50,Wednesday,55 mins,51 mins
2016-11-02,06:55,Wednesday,56 mins,55 mins
